CSD Code,Census subdivision (CSD) name,2006 Income Score,2006 Education Score,2006 Housing Score,2006 Labour Force Activity Score,2006 CWB Score,2006 2B Population,Type of collectivity,Province
5931034,Squamish-Lillooet B,77,60,92,86,79,575,Other,British Columbia
5931801,Cheakamus 11,,,,,58,80,First Nation,British Columbia
5931802,Kowtain 17,,,,,,,First Nation,British Columbia
5931803,Mount Currie  1,,,,,,,First Nation,British Columbia
5931804,Mount Currie 10,,,,,56,185,First Nation,British Columbia
5931805,Nequatque 1,,,,,,,First Nation,British Columbia
5931806,Seaichem 16,,,,,,,First Nation,British Columbia
5931807,Stawamus 24,,,,,66,95,First Nation,British Columbia
5931808,Waiwakum 14,,,,,65,105,First Nation,British Columbia
5931809,Yekwaupsum 18,,,,,,,First Nation,British Columbia
5931810,Nequatque 3A,,,,,,,First Nation,British Columbia
5931811,Mount Currie  2,,,,,,,First Nation,British Columbia
5931812,Nesuch 3,,,,,65,115,First Nation,British Columbia
5931813,Bridge River 1,,,,,65,210,First Nation,British Columbia
5931814,Cayoosh Creek 1,,,,,,,First Nation,British Columbia
5931815,Chilhil 6,,,,,,50,First Nation,British Columbia
5931816,Fountain  1,,,,,66,165,First Nation,British Columbia
5931817,Fountain  3,,,,,,,First Nation,British Columbia
5931818,Fountain 10,,,,,,,First Nation,British Columbia
5931819,Fountain 11,,,,,,,First Nation,British Columbia
5931820,Fountain 12,,,,,,,First Nation,British Columbia
5931821,Lillooet 1,,,,,62,195,First Nation,British Columbia
5931822,Fountain Creek 8,,,,,,,First Nation,British Columbia
5931823,McCartney's Flat 4,,,,,,,First Nation,British Columbia
5931824,Seton Lake 5,,,,,,,First Nation,British Columbia
5931826,Necait 6,,,,,,,First Nation,British Columbia
5931827,Nesikep 6,,,,,,,First Nation,British Columbia
5931828,Pashilqua 2,,,,,,,First Nation,British Columbia
5931829,Pavilion 1,,,,,,,First Nation,British Columbia
5931830,Seton Lake 5A,,,,,,,First Nation,British Columbia
5931831,Slosh 1,,,,,,,First Nation,British Columbia
5931832,Towinock 2,,,,,,,First Nation,British Columbia
5931833,Mission 5,,,,,,,First Nation,British Columbia
5931837,Mount Currie  8,,,,,,,First Nation,British Columbia
5931838,Mount Currie  6,49,47,71,71,59,795,First Nation,British Columbia
5931839,Slosh 1A,,,,,,,First Nation,British Columbia
5931840,Nequatque 2,,,,,,,First Nation,British Columbia
5931842,Fountain  1B,,,,,,,First Nation,British Columbia
5933006,Merritt,82,51,92,84,77,6950,Other,British Columbia
5933008,Thompson-Nicola M,86,53,97,86,81,1795,Other,British Columbia
5933012,Thompson-Nicola N,82,52,92,86,78,835,Other,British Columbia
5933015,Lytton,,,,,82,250,Other,British Columbia
5933019,Ashcroft,85,50,91,80,76,1655,Other,British Columbia
5933024,Cache Creek,79,38,91,82,73,1035,Other,British Columbia
5933028,Clinton,77,39,87,81,71,580,Other,British Columbia
5933032,Thompson-Nicola E (Bonaparte Plateau),83,52,92,80,77,1405,Other,British Columbia
5933035,Logan Lake,89,52,97,81,80,2165,Other,British Columbia
5933037,Thompson-Nicola I (Blue Sky Country),,,,,,,Other,British Columbia
5933039,Thompson-Nicola J (Copper Desert Country),85,58,93,85,80,1605,Other,British Columbia
5933042,Kamloops,86,60,96,88,83,79440,Other,British Columbia
5933044,Thompson-Nicola P (Rivers and the Peaks),87,59,96,88,83,4080,Other,British Columbia
5933054,Chase,83,47,95,84,77,2370,Other,British Columbia
5933060,Thompson-Nicola L,84,58,91,88,80,2980,Other,British Columbia
5933068,Thompson-Nicola A (Wells Gray Country),80,53,94,83,77,3875,Other,British Columbia
5933070,Thompson-Nicola B (Thompson Headwaters),,,,,78,240,Other,British Columbia
5933072,Thompson-Nicola O (Lower North Thompson),78,52,95,80,76,3005,Other,British Columbia
5933801,Coldwater 1,54,40,84,76,63,255,First Nation,British Columbia
5933802,Douglas Lake 3,,,,,,,First Nation,British Columbia
5933803,Hamilton Creek 2,,,,,,,First Nation,British Columbia
5933804,Hamilton Creek 7,,,,,,,First Nation,British Columbia
5933805,Joeyaska 2,,,,,,45,First Nation,British Columbia
5933806,Nicola Lake 1,,,,,,,First Nation,British Columbia
5933807,Nicola Mameet 1,51,47,90,73,65,445,First Nation,British Columbia
5933808,Nooaitch 10,,,,,68,120,First Nation,British Columbia
5933809,Paul's Basin 2,,,,,,,First Nation,British Columbia
5933811,Zoht 4,,,,,,,First Nation,British Columbia
5933812,Bonaparte 3,,,,,60,125,First Nation,British Columbia
5933814,Canoe Creek 1,,,,,,60,First Nation,British Columbia
5933815,Halhalaeden 14A,,,,,,,First Nation,British Columbia
5933816,Chuchhriaschin 5,,,,,,,First Nation,British Columbia
5933817,Skeetchestn,,,,,,,First Nation,British Columbia
5933818,Halhalaeden 14,,,,,,,First Nation,British Columbia
5933819,High Bar 1,,,,,,,First Nation,British Columbia
5933820,Inkluckcheen 21,,,,,,,First Nation,British Columbia
5933821,Canoe Creek 2,,,,,,,First Nation,British Columbia
5933822,Chuchhriaschin 5A,,,,,,,First Nation,British Columbia
5933823,Kitzowit 20,,,,,,,First Nation,British Columbia
5933824,Skuppah 2A,,,,,,,First Nation,British Columbia
5933825,Inklyuhkinatko 2,,,,,,,First Nation,British Columbia
5933826,Kanaka Bar 1A,,,,,,55,First Nation,British Columbia
5933827,Kanaka Bar 2,,,,,,,First Nation,British Columbia
